id,name,route,price,timing
912,Line Runner,Warangal - Ahmedabad,1407,06:00 AM
913,Ride Runner,Warangal - Delhi,1338,11:00 AM
914,Wheels Ride,Warangal - Mumbai,3834,08:00 PM
915,Link Shuttle,Warangal - Ahmedabad,2387,09:00 PM
916,Wheels Line,Warangal - Ghaziabad,1482,06:00 AM
917,Coast Runner,Warangal - Ajmer,3311,03:00 PM
918,Wheels Runner,Warangal - Faridabad,3186,07:00 PM
919,Way Path,Warangal - Udaipur,1983,10:00 AM
920,Ride Path,Cuttack - Tirunelveli,3718,06:00 AM
921,Way Express,Cuttack - Kolkata,2691,03:00 PM
922,Coast Line,Cuttack - Chandigarh,2755,12:00 PM
923,Path Express,Cuttack - Ajmer,2736,06:00 AM
924,Way Travels,Cuttack - Ahmedabad,3929,05:00 PM
925,Line Path,Cuttack - Jaipur,3676,07:00 PM
926,Ride Coast,Cuttack - Amritsar,1058,02:00 PM
927,Ride Way,Cuttack - Thiruvananthapuram,3491,05:00 PM
928,Trail Coast,Cuttack - Dehradun,2783,04:00 PM
929,Link Path,Cuttack - Asansol,3676,04:00 PM
930,Shuttle Runner,Cuttack - Ahmedabad,3560,10:00 AM
931,Path Express,Cuttack - Delhi,1009,11:00 AM
932,Link Link,Cuttack - Mumbai,3093,12:00 PM
933,Express Coast,Cuttack - Hubli,2761,10:00 PM
934,Line Line,Cuttack - Kanpur,2743,07:00 AM
935,Link Path,Cuttack - Kolkata,2251,05:00 PM
936,Trail Express,Cuttack - Salem,1473,03:00 PM
937,Coast Ride,Cuttack - Indore,2023,09:00 AM
938,Travels Path,Ajmer - Ghaziabad,823,07:00 AM
939,Link Trail,Ajmer - Amritsar,1424,10:00 PM
940,Ride Runner,Ajmer - Chennai,1800,04:00 PM
941,Link Wheels,Ajmer - Surat,2282,09:00 AM
942,Trail Path,Ajmer - Jaipur,1036,03:00 PM
943,Ride Link,Ajmer - Thiruvananthapuram,1930,10:00 AM
944,Ride Shuttle,Ajmer - Ranchi,3587,04:00 PM
945,Shuttle Trail,Ajmer - Hubli,1250,10:00 PM
946,Express Express,Ajmer - Kozhikode,1202,09:00 PM
947,Path Wheels,Ajmer - Kanpur,2608,09:00 AM
948,Coast Line,Ajmer - Guwahati,3389,11:00 AM
949,Express Line,Ajmer - Thiruvananthapuram,1254,07:00 AM
950,Wheels Travels,Ajmer - Jodhpur,2368,10:00 PM
951,Way Trail,Ajmer - Srinagar,2979,01:00 PM
952,Trail Trail,Guntur - Kota,2319,08:00 AM
953,Way Express,Guntur - Surat,1838,12:00 PM
954,Shuttle Coast,Guntur - Ludhiana,1024,08:00 AM
955,Line Wheels,Guntur - Bhopal,962,06:00 AM
956,Shuttle Way,Guntur - Warangal,1470,10:00 PM
957,Path Shuttle,Guntur - Nashik,1624,12:00 PM
958,Path Path,Guntur - Ranchi,1566,11:00 AM
959,Line Path,Guntur - Chandigarh,3507,04:00 PM
960,Coast Travels,Guntur - Bikaner,913,08:00 AM
961,Way Runner,Guntur - Bhopal,2982,07:00 AM
962,Link Line,Guntur - Warangal,2147,08:00 AM
963,Shuttle Trail,Guntur - Surat,2936,04:00 PM
964,Coast Path,Guntur - Warangal,2921,10:00 PM
965,Path Travels,Guntur - Udaipur,2492,08:00 AM
966,Trail Wheels,Guntur - Visakhapatnam,3739,12:00 PM
967,Link Link,Guntur - Kolkata,3338,09:00 AM
968,Line Coast,Guntur - Visakhapatnam,1282,07:00 AM
969,Coast Runner,Noida - Jhansi,2237,06:00 PM
970,Express Express,Noida - Thane,2660,12:00 PM
971,Path Line,Noida - Aligarh,1151,04:00 PM
972,Coast Way,Noida - Thane,3749,06:00 AM
973,Trail Wheels,Noida - Varanasi,3421,04:00 PM
974,Travels Coast,Noida - Gwalior,1356,06:00 AM
975,Travels Link,Noida - Chandigarh,2716,11:00 AM
976,Line Line,Noida - Aurangabad,2865,01:00 PM
977,Path Way,Noida - Dhanbad,1147,01:00 PM
978,Runner Wheels,Noida - Cuttack,2883,02:00 PM
979,Coast Way,Noida - Patna,1956,10:00 AM
980,Coast Wheels,Noida - Chandigarh,1616,01:00 PM
981,Shuttle Wheels,Noida - Gorakhpur,1299,09:00 AM
982,Path Trail,Noida - Thane,3404,10:00 PM
983,Travels Runner,Noida - Jhansi,2698,06:00 AM
984,Express Travels,Noida - Coimbatore,3707,04:00 PM
985,Wheels Path,Noida - Agra,1733,07:00 AM
986,Link Path,Panipat - Jaipur,3879,06:00 AM
987,Express Line,Panipat - Trichy,801,03:00 PM
988,Path Ride,Panipat - Nashik,2947,09:00 AM
989,Path Coast,Panipat - Siliguri,2567,07:00 AM
990,Line Shuttle,Panipat - Shimla,2508,08:00 AM
991,Wheels Runner,Panipat - Noida,1357,10:00 PM
992,Shuttle Path,Panipat - Bikaner,2255,05:00 PM
993,Coast Ride,Panipat - Varanasi,1019,09:00 PM
994,Express Way,Panipat - Jhansi,3709,06:00 PM
995,Coast Line,Panipat - Salem,2531,08:00 PM
996,Travels Express,Panipat - Thiruvananthapuram,3027,08:00 AM
997,Shuttle Way,Panipat - Hubli,1050,04:00 PM
998,Travels Ride,Panipat - Patna,1991,06:00 PM
999,Trail Ride,Shimla - Bangalore,1688,10:00 AM
1000,Travels Coast,Shimla - Lucknow,3714,03:00 PM
1001,Path Line,Shimla - Ajmer,2221,04:00 PM
1002,Runner Coast,Shimla - Jhansi,3198,05:00 PM
1003,Runner Way,Shimla - Srinagar,3619,06:00 PM
1004,Runner Link,Shimla - Bikaner,2043,05:00 PM
1005,Express Coast,Shimla - Surat,1359,07:00 AM
1006,Shuttle Travels,Shimla - Kolkata,1245,08:00 AM
1007,Travels Way,Shimla - Kolkata,3015,05:00 PM
1008,Link Link,Shimla - Nagpur,2709,07:00 PM
1009,Runner Way,Shimla - Allahabad,1867,10:00 AM
1010,Way Express,Shimla - Hubli,1647,06:00 PM
1011,Express Way,Shimla - Kolkata,2331,02:00 PM
1012,Ride Path,Shimla - Siliguri,2633,11:00 AM
1013,Path Path,Shimla - Jaipur,1890,01:00 PM
1014,Express Express,Siliguri - Udaipur,1508,06:00 AM
1015,Shuttle Way,Siliguri - Gorakhpur,1928,01:00 PM
1016,Shuttle Trail,Siliguri - Tirunelveli,1025,11:00 AM
1017,Line Link,Siliguri - Shimla,3141,06:00 AM
1018,Line Path,Siliguri - Bangalore,2993,08:00 AM
1019,Path Way,Siliguri - Chandigarh,2234,10:00 AM
1020,Link Coast,Siliguri - Kolkata,1096,09:00 AM
1021,Runner Line,Siliguri - Varanasi,3550,01:00 PM
1022,Way Trail,Siliguri - Dehradun,3158,08:00 PM
1023,Runner Travels,Siliguri - Guntur,1339,04:00 PM
1024,Express Travels,Siliguri - Chandigarh,2748,10:00 PM
1025,Link Path,Siliguri - Ajmer,3296,06:00 AM
1026,Travels Coast,Siliguri - Delhi,2310,12:00 PM
1027,Travels Travels,Haridwar - Allahabad,3348,10:00 AM
1028,Travels Runner,Haridwar - Aligarh,1789,10:00 AM
1029,Runner Travels,Haridwar - Bikaner,2870,10:00 AM
1030,Way Express,Haridwar - Aligarh,2730,03:00 PM
1031,Travels Coast,Haridwar - Ghaziabad,1968,06:00 AM
1032,Shuttle Path,Haridwar - Ludhiana,1700,06:00 PM
1033,Trail Trail,Haridwar - Hubli,1981,04:00 PM
1034,Path Way,Haridwar - Dehradun,3840,08:00 AM
1035,Link Way,Haridwar - Mysore,3922,09:00 AM
1036,Path Coast,Haridwar - Bikaner,3363,09:00 PM
1037,Wheels Travels,Kozhikode - Tirunelveli,3620,07:00 AM
1038,Line Wheels,Kozhikode - Aurangabad,2197,07:00 AM
1039,Travels Express,Kozhikode - Thiruvananthapuram,3457,04:00 PM
1040,Runner Runner,Kozhikode - Rajkot,829,04:00 PM
1041,Runner Travels,Kozhikode - Vadodara,3213,10:00 PM
1042,Line Wheels,Kozhikode - Rajkot,923,06:00 PM
1043,Shuttle Line,Kozhikode - Dhanbad,2762,07:00 AM
1044,Trail Travels,Kozhikode - Salem,2864,03:00 PM
1045,Line Link,Kozhikode - Guwahati,2834,08:00 PM
1046,Express Coast,Kozhikode - Thane,3733,05:00 PM
1047,Travels Wheels,Kozhikode - Gorakhpur,3374,05:00 PM
1048,Shuttle Trail,Kozhikode - Aligarh,3807,09:00 AM
